lakeid,year4,sampledate,larger_group,total_biomass
TB,1988,1988-10-25,CLADOCERA,26.635475979355927
TB,1988,1988-10-25,COPEPODA,79.2423182070242
TB,1988,1988-10-25,ROTIFERA,3.651552152208581
TB,1988,1988-11-03,CLADOCERA,3.7316907548434304
TB,1988,1988-11-03,COPEPODA,28.061102395097194
TB,1988,1988-11-03,ROTIFERA,2.0174970489564457
TB,1989,1989-01-17,COPEPODA,160.68874515028904
TB,1989,1989-01-17,ROTIFERA,5.662685602694624
TB,1989,1989-03-06,CLADOCERA,21.643806378091895
TB,1989,1989-03-06,COPEPODA,183.1615783802023
TB,1989,1989-03-06,ROTIFERA,14.619253929070698
TB,1989,1989-05-03,COPEPODA,34.58994003800554
TB,1989,1989-05-03,ROTIFERA,2.295502311454964
TB,1989,1989-06-14,COPEPODA,53.31121532140214
TB,1989,1989-06-14,ROTIFERA,2.5296739802749664
TB,1989,1989-08-08,CLADOCERA,42.505918292525706
TB,1989,1989-08-08,COPEPODA,119.08837524924847
TB,1989,1989-08-08,ROTIFERA,0.7477364077150934
TB,1989,1989-11-07,COPEPODA,30.636092310424083
TB,1989,1989-11-07,ROTIFERA,1.4413958550280435
TB,1990,1990-02-28,COPEPODA,33.68243208431177
TB,1990,1990-02-28,ROTIFERA,2.4398419714190074
TB,1990,1990-05-01,COPEPODA,0.16761716681822128
TB,1990,1990-05-01,ROTIFERA,0.15251864439369
TB,1990,1990-06-12,CLADOCERA,30.00742366655476
TB,1990,1990-06-12,COPEPODA,82.4147922685328
TB,1990,1990-06-12,ROTIFERA,7.45565855181885
TB,1990,1990-08-22,CLADOCERA,77.87827985357809
TB,1990,1990-08-22,COPEPODA,121.3554439255414
TB,1990,1990-08-22,ROTIFERA,0.9790444664312591
TB,1990,1990-11-08,COPEPODA,37.36929941161619
TB,1990,1990-11-08,ROTIFERA,2.4253290117584134
TB,1991,1991-02-20,COPEPODA,20.93606678873971
TB,1991,1991-02-20,ROTIFERA,1.2417025732791647
TB,1991,1991-05-09,COPEPODA,8.855580025680469
TB,1991,1991-05-09,ROTIFERA,1.2765354270523812
TB,1991,1991-06-18,COPEPODA,48.83339313934671
TB,1991,1991-06-18,ROTIFERA,1.090398871475118
TB,1991,1991-08-26,CLADOCERA,11.500615212069643
TB,1991,1991-08-26,COPEPODA,69.95156796256462
TB,1991,1991-08-26,ROTIFERA,0.19276750930415892
TB,1991,1991-11-04,CLADOCERA,5.970705207749489
TB,1991,1991-11-04,COPEPODA,53.35995326623586
TB,1991,1991-11-04,ROTIFERA,3.262706264714678
TB,1992,1992-02-26,CLADOCERA,5.970705207749489
TB,1992,1992-02-26,COPEPODA,60.262203555669345
TB,1992,1992-02-26,ROTIFERA,9.104225255640056
TB,1992,1992-05-04,COPEPODA,0.24380678809923095
TB,1992,1992-05-04,ROTIFERA,1.257790557719719
TB,1992,1992-06-15,CLADOCERA,1.315157012502867
TB,1992,1992-06-15,ROTIFERA,3.1791890129891454
TB,1992,1992-08-27,COPEPODA,3.6865999599762937
TB,1992,1992-08-27,ROTIFERA,0.018896932308916325
TB,1992,1992-11-05,CLADOCERA,2.052429915163887
TB,1992,1992-11-05,COPEPODA,25.87209707649818
TB,1992,1992-11-05,ROTIFERA,2.476809688074392
TB,1993,1993-02-24,CLADOCERA,10.24783325336502
TB,1993,1993-02-24,COPEPODA,24.419667688993574
TB,1993,1993-02-24,ROTIFERA,3.0727808
TB,1993,1993-05-03,COPEPODA,1.17426422571208
TB,1993,1993-05-03,ROTIFERA,1.3519891999999998
TB,1993,1993-06-14,CLADOCERA,0.38373153545992106
TB,1993,1993-06-14,COPEPODA,40.05330898803388
TB,1993,1993-06-14,ROTIFERA,21.573325980519996
TB,1993,1993-08-23,CLADOCERA,102.54411939760814
TB,1993,1993-08-23,COPEPODA,108.88758948828159
TB,1993,1993-08-23,ROTIFERA,0.6454852000000001
TB,1993,1993-11-02,CLADOCERA,93.49517182606499
TB,1993,1993-11-02,COPEPODA,32.74254967370324
TB,1993,1993-11-02,ROTIFERA,0.1617576
TB,1994,1994-02-24,CLADOCERA,164.5675622885953
TB,1994,1994-02-24,COPEPODA,33.018220584387684
TB,1994,1994-02-24,ROTIFERA,5.353159829686146
TB,1994,1994-05-03,CLADOCERA,8.769473273882062
TB,1994,1994-05-03,COPEPODA,2.5599712750419252
TB,1994,1994-05-03,ROTIFERA,28.863990532395153
TB,1994,1994-06-15,CLADOCERA,9.376099191679435
TB,1994,1994-06-15,COPEPODA,4.880647670404293
TB,1994,1994-06-15,ROTIFERA,2.515156760975843
TB,1994,1994-08-22,CLADOCERA,39.583632621565364
TB,1994,1994-08-22,COPEPODA,78.00766124561655
TB,1994,1994-08-22,ROTIFERA,0.11602833363985463
TB,1994,1994-11-14,CLADOCERA,2.052429915163887
TB,1994,1994-11-14,COPEPODA,3.0953730923468332
TB,1994,1994-11-14,ROTIFERA,1.3580550873676904
TB,1995,1995-02-14,CLADOCERA,48.54416205990272
TB,1995,1995-02-14,COPEPODA,137.74491440180603
TB,1995,1995-02-14,ROTIFERA,6.849613599999999
TB,1995,1995-05-01,CLADOCERA,1.2153579798526408
TB,1995,1995-05-01,ROTIFERA,1.0061839999999997
TB,1995,1995-06-13,CLADOCERA,0.94734127595071
TB,1995,1995-06-13,COPEPODA,2.2545093385545845
TB,1995,1995-06-13,ROTIFERA,0.26184491492000006
TB,1995,1995-08-21,CLADOCERA,20.37210445531803
TB,1995,1995-08-21,COPEPODA,11.555269403879622
TB,1995,1995-08-21,ROTIFERA,0.46301917020000005
TB,1995,1995-11-09,CLADOCERA,50.568074584244634
TB,1995,1995-11-09,COPEPODA,21.572094913006882
TB,1995,1995-11-09,ROTIFERA,1.6549795999999997
TB,1996,1996-02-21,CLADOCERA,168.07518315051095
TB,1996,1996-02-21,COPEPODA,539.5211084529096
TB,1996,1996-02-21,ROTIFERA,13.7328742
TB,1996,1996-05-10,COPEPODA,0.37817915567661053
TB,1996,1996-05-10,ROTIFERA,0.0330096
TB,1996,1996-06-12,ROTIFERA,0.2135454
TB,1996,1996-08-06,CLADOCERA,95.46738982365224
TB,1996,1996-08-06,COPEPODA,115.09248569687969
TB,1996,1996-08-06,ROTIFERA,0.0808898
TB,1996,1996-11-04,CLADOCERA,50.81146369958223
TB,1996,1996-11-04,COPEPODA,17.06299431055221
TB,1996,1996-11-04,ROTIFERA,4.579869000000001
TB,1997,1997-02-18,CLADOCERA,55.67304945353342
TB,1997,1997-02-18,COPEPODA,599.7343924252536
TB,1997,1997-02-18,ROTIFERA,1.0360368
TB,1997,1997-05-05,COPEPODA,0.9074880767598122
TB,1997,1997-05-05,ROTIFERA,1.7957022000000002
TB,1997,1997-06-19,CLADOCERA,10.332972626420018
TB,1997,1997-06-19,COPEPODA,3.0593065948150073
TB,1997,1997-06-19,ROTIFERA,5.037903549999999
TB,1997,1997-08-25,CLADOCERA,45.755589272115614
TB,1997,1997-08-25,COPEPODA,5.856479685425956
TB,1997,1997-08-25,ROTIFERA,0.004868
TB,1997,1997-11-06,CLADOCERA,151.89486417914463
TB,1997,1997-11-06,COPEPODA,26.516935282651406
TB,1997,1997-11-06,ROTIFERA,1.14829188896
TB,1998,1998-02-18,CLADOCERA,2.0643853818846023
TB,1998,1998-02-18,COPEPODA,13.369802889301807
TB,1998,1998-02-18,ROTIFERA,0.7941607999999999
TB,1998,1998-04-21,COPEPODA,3.8641538775213373
TB,1998,1998-04-21,ROTIFERA,3.4395224
TB,1998,1998-06-17,CLADOCERA,32.08931121336744
TB,1998,1998-06-17,COPEPODA,17.370205137403975
TB,1998,1998-06-17,ROTIFERA,0.7438988
TB,1998,1998-08-10,CLADOCERA,41.2809901554952
TB,1998,1998-08-10,COPEPODA,56.966120793581105
TB,1998,1998-08-10,ROTIFERA,0.21480006894531256
TB,1998,1998-11-12,CLADOCERA,8.04491680131632
TB,1998,1998-11-12,COPEPODA,109.83174637285641
TB,1998,1998-11-12,ROTIFERA,0.8123338
TB,1999,1999-02-24,CLADOCERA,83.33615343774196
TB,1999,1999-02-24,COPEPODA,176.46631299998853
TB,1999,1999-02-24,ROTIFERA,2.6172367999999993
TB,1999,1999-05-06,COPEPODA,11.098530811604261
TB,1999,1999-05-06,ROTIFERA,0.07860995535555555
TB,1999,1999-07-01,CLADOCERA,4.208502440009175
TB,1999,1999-07-01,COPEPODA,50.05169608671687
TB,1999,1999-07-01,ROTIFERA,0.4485433798309794
TB,1999,1999-08-26,CLADOCERA,2.9853526038747447
TB,1999,1999-08-26,COPEPODA,4.789220124867081
TB,1999,1999-08-26,ROTIFERA,0.696621476529918
TB,1999,1999-11-04,CLADOCERA,14.926763019373722
TB,1999,1999-11-04,COPEPODA,14.784574501744368
TB,1999,1999-11-04,ROTIFERA,26.67674428048433
TB,2000,2000-02-21,CLADOCERA,53.363177794261055
TB,2000,2000-02-21,ROTIFERA,3.050188392023363
TB,2000,2000-04-05,CLADOCERA,23.696236293255783
TB,2000,2000-04-05,COPEPODA,1.4476028043391838
TB,2000,2000-04-05,ROTIFERA,6.612344151027952
TB,2000,2000-06-02,CLADOCERA,24.07847061704779
TB,2000,2000-06-02,COPEPODA,0.24380678809923095
TB,2000,2000-06-02,ROTIFERA,0.6200904229003519
TB,2000,2000-07-25,CLADOCERA,0.7463381509686862
TB,2000,2000-08-23,COPEPODA,2.0947257302154787
TB,2000,2000-08-23,ROTIFERA,0.058712505727023336
TB,2000,2000-11-14,CLADOCERA,274.4658550187343
TB,2000,2000-11-14,COPEPODA,21.209602368755135
TB,2000,2000-11-14,ROTIFERA,27.90311866753247
TB,2001,2001-02-19,CLADOCERA,1.119507226453029
TB,2001,2001-05-03,COPEPODA,0.19809301533062515
TB,2001,2001-05-03,ROTIFERA,0.04272488164910838
TB,2001,2001-06-25,CLADOCERA,51.821619954045275
TB,2001,2001-06-25,COPEPODA,30.400544899463107
TB,2001,2001-06-25,ROTIFERA,9.42656836066206
TB,2001,2001-08-21,CLADOCERA,5.516384778731156
TB,2001,2001-08-21,COPEPODA,38.03947836232501
TB,2001,2001-08-21,ROTIFERA,0.023066549392592593
TB,2001,2001-11-16,CLADOCERA,65.86434182298655
TB,2001,2001-11-16,COPEPODA,5.655636604303285
TB,2001,2001-11-16,ROTIFERA,0.07314160697407407
TB,2002,2002-03-06,ROTIFERA,0.0673486
TB,2002,2002-04-24,COPEPODA,0.09142754553721161
TB,2002,2002-04-24,ROTIFERA,0.05364659975994514
TB,2002,2002-05-22,COPEPODA,9.41579808788809
TB,2002,2002-05-22,ROTIFERA,0.37429132628828987
TB,2002,2002-06-17,CLADOCERA,1.119507226453029
TB,2002,2002-06-17,COPEPODA,0.045713772768605804
TB,2002,2002-06-17,ROTIFERA,0.07859471415988704
TB,2002,2002-08-12,CLADOCERA,21.078515523857774
TB,2002,2002-08-12,COPEPODA,58.352295902097374
TB,2002,2002-08-12,ROTIFERA,0.7495233125452576
TB,2002,2002-11-04,CLADOCERA,53.363177794261055
TB,2002,2002-11-04,COPEPODA,0.09142754553721161
TB,2002,2002-11-04,ROTIFERA,8.426423521395426
TB,2003,2003-02-20,ROTIFERA,3.6630391843047514
TB,2003,2003-05-05,CLADOCERA,1.119507226453029
TB,2003,2003-05-05,COPEPODA,8.805087428801219
TB,2003,2003-05-05,ROTIFERA,2.1057136750502785
TB,2003,2003-05-27,CLADOCERA,10.740751835511958
TB,2003,2003-05-27,COPEPODA,14.8247981022873
TB,2003,2003-05-27,ROTIFERA,3.6459538012606356
TB,2003,2003-06-24,CLADOCERA,22.85628495288048
TB,2003,2003-06-24,COPEPODA,54.39235929656712
TB,2003,2003-06-24,ROTIFERA,8.274743636337792
TB,2003,2003-07-21,CLADOCERA,2.758192389365578
TB,2003,2003-07-21,COPEPODA,27.124391184379693
TB,2003,2003-07-21,ROTIFERA,0.5930004033544254
TB,2003,2003-08-20,CLADOCERA,0.5597536132265145
TB,2003,2003-08-20,COPEPODA,11.433176602656186
TB,2003,2003-08-20,ROTIFERA,0.07487773932997396
TB,2003,2003-09-19,CLADOCERA,5.784120670007317
TB,2003,2003-09-19,COPEPODA,8.483454906454929
TB,2003,2003-09-19,ROTIFERA,0.06076646596910861
TB,2003,2003-10-14,CLADOCERA,76.87282954977466
TB,2003,2003-10-14,COPEPODA,7.540848805737714
TB,2003,2003-10-14,ROTIFERA,2.066431797840419
TB,2003,2003-11-07,CLADOCERA,417.6258706805852
TB,2003,2003-11-07,COPEPODA,0.16761716681822128
TB,2003,2003-11-07,ROTIFERA,8.081008771800503
TB,2004,2004-02-19,COPEPODA,0.045713772768605804
TB,2004,2004-02-19,ROTIFERA,0.0026358145411088055
TB,2004,2004-04-26,COPEPODA,56.20803898830752
TB,2004,2004-04-26,ROTIFERA,0.0019790555555555555
TB,2004,2004-05-25,CLADOCERA,3.9855541078686274
TB,2004,2004-05-25,COPEPODA,44.688324032659935
TB,2004,2004-05-25,ROTIFERA,0.21343247204917065
TB,2004,2004-06-21,CLADOCERA,29.344231536983198
TB,2004,2004-06-21,COPEPODA,102.1845521870315
TB,2004,2004-06-21,ROTIFERA,0.02820841304444444
TB,2004,2004-07-19,CLADOCERA,54.89089253195782
TB,2004,2004-07-19,COPEPODA,70.43855804460294
TB,2004,2004-07-19,ROTIFERA,0.006237041229629629
TB,2004,2004-08-17,CLADOCERA,55.36672617114654
TB,2004,2004-08-17,COPEPODA,50.85716086912827
TB,2004,2004-08-17,ROTIFERA,0.06028940612244898
TB,2004,2004-08-31,CLADOCERA,51.79136429716851
TB,2004,2004-08-31,COPEPODA,100.77171563753933
TB,2004,2004-08-31,ROTIFERA,0.41590083018970353
TB,2004,2004-09-10,CLADOCERA,61.997080935323126
TB,2004,2004-09-10,COPEPODA,77.32632131049128
TB,2004,2004-09-10,ROTIFERA,0.12069222936507937
TB,2004,2004-10-12,CLADOCERA,79.87894090169482
TB,2004,2004-10-12,COPEPODA,32.04860742438528
TB,2004,2004-10-12,ROTIFERA,1.12835075170068
TB,2004,2004-11-11,CLADOCERA,15.710471641410638
TB,2004,2004-11-11,COPEPODA,2.9192458476888543
TB,2004,2004-11-11,ROTIFERA,0.3446850528222223
TB,2005,2005-02-15,COPEPODA,0.045713772768605804
TB,2005,2005-04-18,CLADOCERA,2.1984387761390636
TB,2005,2005-04-18,COPEPODA,8.942737837308293
TB,2005,2005-04-18,ROTIFERA,0.0025602907407407415
TB,2005,2005-05-18,CLADOCERA,1.169966337915298
TB,2005,2005-05-18,COPEPODA,56.744246016311834
TB,2005,2005-05-18,ROTIFERA,0.15256537879818594
TB,2005,2005-06-16,CLADOCERA,40.296722911301444
TB,2005,2005-06-16,COPEPODA,125.3556638774679
TB,2005,2005-06-16,ROTIFERA,0.14574383224731668
TB,2005,2005-07-11,CLADOCERA,65.33132078400801
TB,2005,2005-07-11,COPEPODA,126.51160091777193
TB,2005,2005-07-11,ROTIFERA,0.4059738553287982
TB,2005,2005-08-08,CLADOCERA,23.02230704911472
TB,2005,2005-08-08,COPEPODA,35.394515151247795
TB,2005,2005-08-08,ROTIFERA,0.11622357936507936
TB,2005,2005-09-08,CLADOCERA,8.70141056074211
TB,2005,2005-09-08,COPEPODA,27.640335405923253
TB,2005,2005-09-08,ROTIFERA,0.8501806119640023
TB,2005,2005-10-05,CLADOCERA,26.797342101228942
TB,2005,2005-10-05,COPEPODA,63.154608748053356
TB,2005,2005-10-05,ROTIFERA,0.08514198390022674
TB,2005,2005-11-17,CLADOCERA,554.0880143811095
TB,2005,2005-11-17,ROTIFERA,0.9504978086031275
TB,2006,2006-02-22,ROTIFERA,0.0022343249999999997
TB,2006,2006-04-18,COPEPODA,66.50051647491587
TB,2006,2006-04-18,ROTIFERA,0.0022343249999999997
TB,2006,2006-05-18,CLADOCERA,1.797782664281764
TB,2006,2006-05-18,COPEPODA,39.199705808963664
TB,2006,2006-05-18,ROTIFERA,0.059693754363276216
TB,2006,2006-06-12,CLADOCERA,57.91878692283899
TB,2006,2006-06-12,COPEPODA,153.0250891506226
TB,2006,2006-06-12,ROTIFERA,0.006159133333333333
TB,2006,2006-07-11,CLADOCERA,39.40714451986138
TB,2006,2006-07-11,COPEPODA,131.45105508203375
TB,2006,2006-07-11,ROTIFERA,0.00333669375
TB,2006,2006-08-08,CLADOCERA,44.430592761724625
TB,2006,2006-08-08,COPEPODA,52.30120604846187
TB,2006,2006-08-08,ROTIFERA,0.02625118413858996
TB,2006,2006-09-07,CLADOCERA,79.14721178885031
TB,2006,2006-09-07,COPEPODA,149.66370541674507
TB,2006,2006-09-07,ROTIFERA,0.1793365639558201
TB,2006,2006-10-02,CLADOCERA,131.58262105660597
TB,2006,2006-10-02,COPEPODA,67.04134657743397
TB,2006,2006-10-02,ROTIFERA,1.072185450680272
TB,2006,2006-11-01,CLADOCERA,113.80403659496982
TB,2006,2006-11-01,COPEPODA,21.148452650434688
TB,2006,2006-11-01,ROTIFERA,0.017998860430839002
TB,2007,2007-02-21,CLADOCERA,361.5863956915957
TB,2007,2007-02-21,ROTIFERA,2.2536492
TB,2007,2007-04-25,CLADOCERA,36.048186255307336
TB,2007,2007-04-25,COPEPODA,32.56669684909615
TB,2007,2007-04-25,ROTIFERA,5.262355154948148
TB,2007,2007-05-22,CLADOCERA,151.35944473834815
TB,2007,2007-05-22,COPEPODA,105.55213344765212
TB,2007,2007-05-22,ROTIFERA,0.04226213491213492
TB,2007,2007-06-18,CLADOCERA,184.2658011610787
TB,2007,2007-06-18,COPEPODA,137.93597520567386
TB,2007,2007-06-18,ROTIFERA,1.0407852674666664
TB,2007,2007-07-17,CLADOCERA,72.15102870643057
TB,2007,2007-07-17,COPEPODA,53.44237055311054
TB,2007,2007-07-17,ROTIFERA,0.5424849754603384
TB,2007,2007-08-13,COPEPODA,2.8278183021516425
TB,2007,2007-08-13,ROTIFERA,0.044045169461507924
TB,2007,2007-09-13,CLADOCERA,12.806270391069884
TB,2007,2007-09-13,COPEPODA,224.49873060861518
TB,2007,2007-09-13,ROTIFERA,14.626347283705051
TB,2007,2007-10-09,CLADOCERA,3.5960368463285826
TB,2007,2007-10-09,COPEPODA,423.81971364506785
TB,2007,2007-10-09,ROTIFERA,137.14714157576265
TB,2007,2007-11-15,CLADOCERA,42.964902792161716
TB,2007,2007-11-15,COPEPODA,139.1504835372536
TB,2007,2007-11-15,ROTIFERA,29.022067199999995
TB,2008,2008-02-25,ROTIFERA,8.505056222222221e-4
TB,2008,2008-05-08,COPEPODA,2.451502901399975
TB,2008,2008-05-08,ROTIFERA,0.795727303125
TB,2008,2008-06-03,CLADOCERA,34.44453952815417
TB,2008,2008-06-03,COPEPODA,22.708865240221762
TB,2008,2008-06-03,ROTIFERA,0.2059288465404384
TB,2008,2008-06-30,CLADOCERA,56.72471165750471
TB,2008,2008-06-30,COPEPODA,47.903083085158
TB,2008,2008-06-30,ROTIFERA,0.50873824370848
TB,2008,2008-07-28,CLADOCERA,7.889321700507346
TB,2008,2008-07-28,COPEPODA,113.38313525314602
TB,2008,2008-07-28,ROTIFERA,0.11405936543839756
TB,2008,2008-08-26,CLADOCERA,0.5597536132265145
TB,2008,2008-08-26,COPEPODA,72.53907295469372
TB,2008,2008-08-26,ROTIFERA,8.505056222222221e-4
TB,2008,2008-09-23,CLADOCERA,37.108470045427886
TB,2008,2008-09-23,COPEPODA,45.71619058029175
TB,2008,2008-09-23,ROTIFERA,0.009071788275283444
TB,2008,2008-10-21,CLADOCERA,65.51268595767259
TB,2008,2008-10-21,COPEPODA,58.7951620116709
TB,2008,2008-10-21,ROTIFERA,0.04429888497278911
TB,2008,2008-11-11,CLADOCERA,86.34806529785843
TB,2008,2008-11-11,COPEPODA,31.19001657745578
TB,2008,2008-11-11,ROTIFERA,0.07502050849448223
TB,2009,2009-02-17,CLADOCERA,1.0186374736394603
TB,2009,2009-02-17,ROTIFERA,0.04157999999999999
TB,2009,2009-04-28,CLADOCERA,1.0186374736394603
TB,2009,2009-04-28,COPEPODA,22.92076618498603
TB,2009,2009-04-28,ROTIFERA,0.01294286
TB,2009,2009-05-29,CLADOCERA,20.627749497503
TB,2009,2009-05-29,COPEPODA,35.811318117270964
TB,2009,2009-05-29,ROTIFERA,0.022468071111111113
TB,2009,2009-06-22,CLADOCERA,167.47550510875007
TB,2009,2009-06-22,COPEPODA,221.11536390889046
TB,2009,2009-06-22,ROTIFERA,0.23215950577727867
TB,2009,2009-07-21,CLADOCERA,59.00426628856318
TB,2009,2009-07-21,COPEPODA,98.11065314938028
TB,2009,2009-07-21,ROTIFERA,0.07673197142857141
TB,2009,2009-08-17,CLADOCERA,19.160031997533835
TB,2009,2009-08-17,COPEPODA,45.210353843547516
TB,2009,2009-08-17,ROTIFERA,0.034446054080687835
TB,2009,2009-09-15,CLADOCERA,78.18601845419208
TB,2009,2009-09-15,COPEPODA,166.8163907227786
TB,2009,2009-09-15,ROTIFERA,0.6297373256190527
TB,2009,2009-10-12,CLADOCERA,41.573371407069516
TB,2009,2009-10-12,COPEPODA,44.522405466853904
TB,2009,2009-10-12,ROTIFERA,0.05433689406084656
TB,2009,2009-11-16,CLADOCERA,60.45168378115394
TB,2009,2009-11-16,COPEPODA,51.922827123510196
TB,2009,2009-11-16,ROTIFERA,0.15357522857142855
TB,2010,2010-02-22,ROTIFERA,0.00967339851851852
TB,2010,2010-04-13,COPEPODA,45.127323606035006
TB,2010,2010-04-13,ROTIFERA,0.062445706918518515
TB,2010,2010-05-11,CLADOCERA,1.0448734113561606
TB,2010,2010-05-11,COPEPODA,18.832153324884796
TB,2010,2010-05-11,ROTIFERA,0.07830760895924481
TB,2010,2010-06-10,CLADOCERA,109.64080899427313
TB,2010,2010-06-10,COPEPODA,87.56648748422042
TB,2010,2010-06-10,ROTIFERA,0.31460108285714283
TB,2010,2010-07-07,CLADOCERA,96.1575961244541
TB,2010,2010-07-07,COPEPODA,83.517475760405
TB,2010,2010-07-07,ROTIFERA,0.3102877949735449
TB,2010,2010-08-03,CLADOCERA,12.795581570558307
TB,2010,2010-08-03,COPEPODA,27.94313664228356
TB,2010,2010-08-03,ROTIFERA,0.054076919259259254
TB,2010,2010-09-01,CLADOCERA,0.34633426865134437
TB,2010,2010-09-01,COPEPODA,50.96072908792003
TB,2010,2010-09-01,ROTIFERA,0.3640022569458782
TB,2010,2010-09-28,CLADOCERA,31.20409846756857
TB,2010,2010-09-28,COPEPODA,88.06827492333969
TB,2010,2010-09-28,ROTIFERA,3.1958268999910997
TB,2010,2010-11-15,CLADOCERA,22.11584778700901
TB,2010,2010-11-15,COPEPODA,51.07768488452628
TB,2010,2010-11-15,ROTIFERA,11.580898876314446
TB,2011,2011-02-15,CLADOCERA,3.055912420918381
TB,2011,2011-02-15,COPEPODA,26.355099274450343
TB,2011,2011-02-15,ROTIFERA,0.7835332329904415
TB,2011,2011-05-03,COPEPODA,1.450650389190424
TB,2011,2011-05-03,ROTIFERA,0.032066110548696854
TB,2011,2011-06-01,CLADOCERA,18.832357643112132
TB,2011,2011-06-01,COPEPODA,69.51568650830966
TB,2011,2011-06-01,ROTIFERA,0.3935149657142857
TB,2011,2011-06-27,CLADOCERA,190.3685312575839
TB,2011,2011-06-27,COPEPODA,170.2427073974036
TB,2011,2011-06-27,ROTIFERA,0.7872460043652488
TB,2011,2011-07-25,CLADOCERA,199.74246936039745
TB,2011,2011-07-25,COPEPODA,113.08732427633802
TB,2011,2011-07-25,ROTIFERA,1.8612836854449446
TB,2011,2011-08-23,CLADOCERA,95.56332517388068
TB,2011,2011-08-23,COPEPODA,105.16925579062561
TB,2011,2011-08-23,ROTIFERA,0.45830672125
TB,2011,2011-09-20,CLADOCERA,8.694777633516075
TB,2011,2011-09-20,COPEPODA,11.81568879378096
TB,2011,2011-09-20,ROTIFERA,0.11222583821428571
TB,2011,2011-10-18,CLADOCERA,55.029486181754066
TB,2011,2011-10-18,COPEPODA,15.17464958606786
TB,2011,2011-10-18,ROTIFERA,0.9845433639021164
TB,2011,2011-11-11,CLADOCERA,32.44861790033391
TB,2011,2011-11-11,COPEPODA,4.840511787634046
TB,2011,2011-11-11,ROTIFERA,1.4635502670758826
TB,2012,2012-02-20,COPEPODA,0.08533237583473084
TB,2012,2012-02-20,ROTIFERA,0.001417500000000001
TB,2012,2012-04-02,COPEPODA,31.31112780615681
TB,2012,2012-04-02,ROTIFERA,0.018418667244444447
TB,2012,2012-05-02,CLADOCERA,25.847607737574876
TB,2012,2012-05-02,COPEPODA,204.8959462439724
TB,2012,2012-05-02,ROTIFERA,0.18707050786285714
TB,2012,2012-05-30,CLADOCERA,64.8469210437082
TB,2012,2012-05-30,COPEPODA,17.75496296167184
TB,2012,2012-05-30,ROTIFERA,0.2521310682931609
TB,2012,2012-06-26,CLADOCERA,0.7097577230064527
TB,2012,2012-06-26,COPEPODA,5.542242240796084
TB,2012,2012-07-23,CLADOCERA,1.6265071506723485
TB,2012,2012-07-23,COPEPODA,12.453513392859682
TB,2012,2012-07-23,ROTIFERA,0.02640831767857143
TB,2012,2012-08-21,CLADOCERA,2.365139361174634
TB,2012,2012-08-21,COPEPODA,9.869354893974924
TB,2012,2012-08-21,ROTIFERA,0.00338872625
TB,2012,2012-09-19,CLADOCERA,24.667320620194168
TB,2012,2012-09-19,COPEPODA,43.82088010902623
TB,2012,2012-09-19,ROTIFERA,0.1186743725
TB,2012,2012-10-16,CLADOCERA,48.04564885831106
TB,2012,2012-10-16,COPEPODA,26.096485325364117
TB,2012,2012-10-16,ROTIFERA,0.5059692654410822
TB,2012,2012-11-05,CLADOCERA,33.31904303266397
TB,2012,2012-11-05,COPEPODA,69.69975289542599
TB,2012,2012-11-05,ROTIFERA,0.12952348655609433
TB,2013,2013-02-18,CLADOCERA,816.7205624609746
TB,2013,2013-02-18,COPEPODA,100.93477201294347
TB,2013,2013-02-18,ROTIFERA,5.686738081711362
TB,2013,2013-05-13,COPEPODA,9.576948419115702
TB,2013,2013-05-13,ROTIFERA,0.6415200650114914
TB,2013,2013-06-13,CLADOCERA,11.95798034288354
TB,2013,2013-06-13,COPEPODA,14.08134354349403
TB,2013,2013-06-13,ROTIFERA,0.02720631925925927
TB,2013,2013-07-10,CLADOCERA,56.64680245569322
TB,2013,2013-07-10,COPEPODA,45.25247121515125
TB,2013,2013-07-10,ROTIFERA,0.029797105627089947
TB,2013,2013-08-06,CLADOCERA,21.391968881450765
TB,2013,2013-08-06,COPEPODA,36.35573261251295
TB,2013,2013-08-06,ROTIFERA,0.00338872625
TB,2013,2013-09-04,CLADOCERA,4.6131459287613366
TB,2013,2013-09-04,COPEPODA,31.78463748332423
TB,2013,2013-09-04,ROTIFERA,0.0511640073015873
TB,2013,2013-09-30,CLADOCERA,24.547189851177492
TB,2013,2013-09-30,COPEPODA,13.261606437152567
TB,2013,2013-09-30,ROTIFERA,0.17840566307961517
TB,2013,2013-11-08,CLADOCERA,78.71575122968426
TB,2013,2013-11-08,COPEPODA,22.306373040683997
TB,2013,2013-11-08,ROTIFERA,0.9961576775182912
TB,2014,2014-02-20,ROTIFERA,0.02260270205925926
TB,2014,2014-05-21,CLADOCERA,0.28476593818809903
TB,2014,2014-05-21,COPEPODA,47.561870583255306
TB,2014,2014-05-21,ROTIFERA,0.16942266857142854
TB,2014,2014-06-16,CLADOCERA,114.5296198660404
TB,2014,2014-06-16,COPEPODA,67.72281375656118
TB,2014,2014-06-16,ROTIFERA,0.02640246
TB,2014,2014-07-16,CLADOCERA,42.82490770881057
TB,2014,2014-07-16,COPEPODA,18.415390040097765
TB,2014,2014-07-16,ROTIFERA,0.003398577777777779
TB,2014,2014-08-11,CLADOCERA,28.020525513534594
TB,2014,2014-08-11,COPEPODA,8.683093260616543
TB,2014,2014-08-11,ROTIFERA,0.112722683710303
TB,2014,2014-09-09,CLADOCERA,0.21488965985755581
