lakeid,year4,daynum,sampledate,extcoef,lightext_flag,comments
CB,2003,230,8/18/2003,2.398,,
CB,2003,246,9/3/2003,1.78,,
CB,2003,261,9/18/2003,1.997,,
CB,2003,272,9/29/2003,1.87,,
CB,2003,288,10/15/2003,,V,extcoef: No light data
CB,2003,301,10/28/2003,1.601,,
CB,2003,310,11/6/2003,,V,extcoef: No light data
CB,2004,21,1/21/2004,,V,extcoef: Insufficient light data
CB,2004,58,2/27/2004,,V,extcoef: Insufficient light data
CB,2004,97,4/6/2004,2.23,,
CB,2004,119,4/28/2004,,V,extcoef: No light data
CB,2004,132,5/11/2004,,V,extcoef: No light data
CB,2004,148,5/27/2004,3.145,,
CB,2004,161,6/9/2004,2.035,,
CB,2004,175,6/23/2004,2.201,,
CB,2004,190,7/8/2004,2.428,,
CB,2004,202,7/20/2004,2.203,,
CB,2004,217,8/4/2004,1.939,,
CB,2004,231,8/18/2004,2.053,,
CB,2004,244,8/31/2004,2.771,,
CB,2004,258,9/14/2004,1.88,,
CB,2004,273,9/29/2004,2.183,,
CB,2004,287,10/13/2004,2.166,,
CB,2004,300,10/26/2004,2.124,,
CB,2004,313,11/8/2004,2.948,,
CB,2005,12,1/12/2005,,V,extcoef: Insufficient light data
CB,2005,59,2/28/2005,,V,extcoef: No light data
CB,2005,90,3/31/2005,2.254,,
CB,2005,108,4/18/2005,2.845,,
CB,2005,124,5/4/2005,2.014,,
CB,2005,137,5/17/2005,2.115,,
CB,2005,153,6/2/2005,2.21,,
CB,2005,166,6/15/2005,1.977,,
CB,2005,180,6/29/2005,2.152,,
CB,2005,194,7/13/2005,2.477,,
CB,2005,208,7/27/2005,,V,extcoef: Light not monotonically decreasing
CB,2005,221,8/9/2005,1.582,,
CB,2005,234,8/22/2005,2.071,,
CB,2005,250,9/7/2005,2.094,,
CB,2005,263,9/20/2005,,V,extcoef: Light not monotonically decreasing
CB,2005,279,10/6/2005,2.164,,
CB,2005,292,10/19/2005,2.619,,
CB,2005,312,11/8/2005,2.253,,
CB,2006,12,1/12/2006,1.595,,
CB,2006,54,2/23/2006,,V,extcoef: Insufficient light data
CB,2006,86,3/27/2006,1.262,,
CB,2006,108,4/18/2006,2.742,,
CB,2006,123,5/3/2006,2.562,,
CB,2006,137,5/17/2006,3.212,,
CB,2006,152,6/1/2006,3.736,,
CB,2006,164,6/13/2006,2.763,,
CB,2006,179,6/28/2006,2.992,,
CB,2006,193,7/12/2006,2.653,,
CB,2006,207,7/26/2006,2.709,,
CB,2006,219,8/7/2006,3.507,,
CB,2006,234,8/22/2006,2.597,,
CB,2006,250,9/7/2006,2.193,,
CB,2006,261,9/18/2006,2.398,,
CB,2006,276,10/3/2006,2.036,,
CB,2006,291,10/18/2006,1.648,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CB,2006,299,10/26/2006,2.07,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CB,2007,22,1/22/2007,,V,extcoef: Insufficient light data
CB,2007,52,2/21/2007,4.031,,
CB,2007,113,4/23/2007,2.256,,
CB,2007,128,5/8/2007,1.783,,
CB,2007,143,5/23/2007,1.654,,
CB,2007,156,6/5/2007,1.647,,
CB,2007,169,6/18/2007,2.152,,
CB,2007,184,7/3/2007,2.248,,
CB,2007,199,7/18/2007,2.061,,
CB,2007,212,7/31/2007,1.652,,
CB,2007,226,8/14/2007,2.134,,
CB,2007,240,8/28/2007,1.831,,
CB,2007,253,9/10/2007,2.078,,
CB,2007,269,9/26/2007,1.834,,
CB,2007,283,10/10/2007,2.271,,
CB,2007,296,10/23/2007,2.779,,
CB,2007,312,11/8/2007,2.34,,
CB,2008,28,1/28/2008,,V,extcoef: Insufficient light data
CB,2008,56,2/25/2008,,V,extcoef: Insufficient light data
CB,2008,84,3/24/2008,,V,extcoef: Insufficient light data
CB,2008,127,5/6/2008,2.484,,
CB,2008,141,5/20/2008,2.595,,
CB,2008,157,6/5/2008,3.037,,
CB,2008,172,6/20/2008,3.245,,
CB,2008,184,7/2/2008,2.608,,
CB,2008,199,7/17/2008,2.901,,
CB,2008,211,7/29/2008,3.388,,
CB,2008,228,8/15/2008,3.016,,
CB,2008,240,8/27/2008,2.376,,
CB,2008,253,9/9/2008,2.688,,
CB,2008,269,9/25/2008,2.49,,
CB,2008,281,10/7/2008,2.45,,
CB,2008,296,10/22/2008,2.199,,
CB,2008,311,11/6/2008,2.337,,
CB,2009,22,1/22/2009,,V,extcoef: No light data
CB,2009,48,2/17/2009,3.153,,
CB,2009,77,3/18/2009,3.932,,
CB,2009,117,4/27/2009,2.62,,
CB,2009,132,5/12/2009,2.509,,
CB,2009,147,5/27/2009,,V,extcoef: Light not monotonically decreasing
CB,2009,160,6/9/2009,2.405,,
CB,2009,174,6/23/2009,2.945,,
CB,2009,189,7/8/2009,2.873,,
CB,2009,203,7/22/2009,,V,extcoef: Light not monotonically decreasing
CB,2009,215,8/3/2009,2.859,,
CB,2009,230,8/18/2009,3.021,,
CB,2009,245,9/2/2009,3.066,,
CB,2009,259,9/16/2009,2.435,,
CB,2009,271,9/28/2009,2.768,,
CB,2009,286,10/13/2009,2.002,,
CB,2009,301,10/28/2009,2.192,,
CB,2009,313,11/9/2009,2.098,,
CB,2010,14,1/14/2010,,V,extcoef: Insufficient light data
CB,2010,53,2/22/2010,,V,extcoef: Insufficient light data
CB,2010,104,4/14/2010,2.62,,
CB,2010,116,4/26/2010,2.808,,
CB,2010,131,5/11/2010,2.307,,
CB,2010,147,5/27/2010,2.25,,
CB,2010,159,6/8/2010,2.154,,
CB,2010,172,6/21/2010,2.326,,
CB,2010,187,7/6/2010,2.231,,
CB,2010,200,7/19/2010,2.718,,
CB,2010,216,8/4/2010,2.731,,
CB,2010,228,8/16/2010,3.08,,
CB,2010,245,9/2/2010,3.169,,
CB,2010,258,9/15/2010,4.526,,
CB,2010,270,9/27/2010,3.097,,
CB,2010,286,10/13/2010,3.753,,
CB,2010,298,10/25/2010,3.106,,
CB,2010,316,11/12/2010,3.281,,
CB,2011,25,1/25/2011,,V,extcoef: Insufficient light data
CB,2011,48,2/17/2011,,V,extcoef: Insufficient light data
CB,2011,76,3/17/2011,,V,extcoef: Insufficient light data
CB,2011,122,5/2/2011,,V,extcoef: Insufficient light data
CB,2011,139,5/19/2011,,V,extcoef: Insufficient light data
CB,2011,153,6/2/2011,,V,extcoef: Insufficient light data
CB,2011,166,6/15/2011,,V,extcoef: Insufficient light data
CB,2011,180,6/29/2011,,V,extcoef: Insufficient light data
CB,2011,192,7/11/2011,,V,extcoef: Insufficient light data
CB,2011,207,7/26/2011,,V,extcoef: Insufficient light data
CB,2011,222,8/10/2011,,V,extcoef: Insufficient light data
CB,2011,236,8/24/2011,,V,extcoef: Insufficient light data
CB,2011,250,9/7/2011,,V,extcoef: Insufficient light data
CB,2011,264,9/21/2011,,V,extcoef: Insufficient light data
CB,2011,277,10/4/2011,,V,extcoef: Insufficient light data
CB,2011,292,10/19/2011,,V,extcoef: Insufficient light data
CB,2011,305,11/1/2011,,V,extcoef: Insufficient light data
CB,2011,312,11/8/2011,,V,extcoef: Insufficient light data
CB,2012,9,1/9/2012,2.65,,
CB,2012,53,2/22/2012,1.542,,
CB,2012,95,4/4/2012,2.994,,
CB,2012,110,4/19/2012,2.766,,
CB,2012,122,5/1/2012,2.769,,
CB,2012,136,5/15/2012,2.896,,
CB,2012,151,5/30/2012,2.894,,
CB,2012,165,6/13/2012,3.212,,
CB,2012,179,6/27/2012,2.903,,
CB,2012,191,7/9/2012,3.489,,
CB,2012,206,7/24/2012,3.395,,
CB,2012,221,8/8/2012,2.446,,
CB,2012,235,8/22/2012,,V,
CB,2012,249,9/5/2012,3.051,,
CB,2012,262,9/18/2012,2.71,,
CB,2012,277,10/3/2012,2.7,,
CB,2012,291,10/17/2012,2.569,,
CB,2012,304,10/30/2012,2.357,,
CB,2012,310,11/5/2012,2.199,,
CB,2013,28,1/28/2013,,V,
CB,2013,49,2/18/2013,,V,
CB,2013,87,3/28/2013,0.845,,
CB,2013,133,5/13/2013,3.498,,
CB,2013,162,6/11/2013,4.22,,
CB,2013,177,6/26/2013,3.134,,
CB,2013,190,7/9/2013,3.179,,
CB,2013,217,8/5/2013,3.59,,
CB,2013,231,8/19/2013,3.36,,
CB,2013,248,9/5/2013,3.048,,
CB,2013,276,10/3/2013,3.025,,
CB,2013,301,10/28/2013,3.018,,
CB,2013,311,11/7/2013,3.244,,
CB,2014,34,2/3/2014,,V,
CB,2014,51,2/20/2014,,V,
CB,2014,90,3/31/2014,1.173,,
CB,2014,141,5/21/2014,3.227,,
CB,2014,155,6/4/2014,,,
CB,2014,169,6/18/2014,3.208,,
CB,2014,182,7/1/2014,3.097,,
CB,2014,196,7/15/2014,3.019,,
CB,2014,210,7/29/2014,3.024,,
CB,2014,225,8/13/2014,3.012,,
CB,2014,238,8/26/2014,3.103,,
CB,2014,253,9/10/2014,2.811,,
CB,2014,268,9/25/2014,3.06,,
CB,2014,281,10/8/2014,3.233,,
CB,2014,294,10/21/2014,2.914,,
CB,2014,308,11/4/2014,2.635,,
CB,2015,23,1/23/2015,3.04,,
CB,2015,65,3/6/2015,2.685,,
CB,2015,82,3/23/2015,3.952,,
CB,2015,110,4/20/2015,3.17,,
CB,2015,127,5/7/2015,3.025,,
CB,2015,140,5/20/2015,2.49,,
CB,2015,153,6/2/2015,2.177,,
CB,2015,167,6/16/2015,2.682,,
CB,2015,180,6/29/2015,3.149,,
CB,2015,195,7/14/2015,,,
CB,2015,210,7/29/2015,2.827,,
CB,2015,224,8/12/2015,4.193,,
CB,2015,238,8/26/2015,4.686,,
CB,2015,252,9/9/2015,2.614,,
CB,2015,264,9/21/2015,3.046,,
CB,2015,280,10/7/2015,3.45,,
CB,2015,292,10/19/2015,,V,extcoef: Light not monotonically decreasing
CB,2015,313,11/9/2015,3.16,,
CB,2016,25,1/25/2016,3.19,,
CB,2016,55,2/24/2016,2.725,,
CB,2016,113,4/22/2016,3.206,,
CB,2016,132,5/11/2016,3.26,,
CB,2016,146,5/25/2016,3.259,,
CB,2016,160,6/8/2016,2.519,,
CB,2016,173,6/21/2016,3.274,,
CB,2016,189,7/7/2016,3.558,,
CB,2016,203,7/21/2016,3.093,,
CB,2016,215,8/2/2016,3.296,,
CB,2016,230,8/17/2016,3.308,,
CB,2016,243,8/30/2016,2.671,,
CB,2016,257,9/13/2016,3.142,,
CB,2016,271,9/27/2016,2.497,,
CB,2016,286,10/12/2016,3.059,,
CB,2016,299,10/25/2016,4.597,,
CB,2016,315,11/10/2016,2.887,,
CB,2017,17,1/17/2017,3.156,,
CB,2017,54,2/23/2017,2.685,,
CB,2017,83,3/24/2017,3.834,,
CB,2017,108,4/18/2017,3.218,,
CB,2017,121,5/1/2017,2.739,,
CB,2017,138,5/18/2017,2.442,,
CB,2017,152,6/1/2017,3.759,,
CB,2017,165,6/14/2017,2.519,,
CB,2017,179,6/28/2017,,,
CB,2017,192,7/11/2017,2.835,,
CB,2017,205,7/24/2017,2.868,,
CB,2017,219,8/7/2017,2.476,,
CB,2017,233,8/21/2017,2.484,,
CB,2017,250,9/7/2017,2.433,,
CB,2017,263,9/20/2017,1.975,,
CB,2017,276,10/3/2017,2.512,,
CB,2017,291,10/18/2017,2.694,,
CB,2017,310,11/6/2017,2.519,,
CB,2018,18,1/18/2018,2.427,,
CB,2018,54,2/23/2018,,V,ext_coef: Light not monotonically decreasing
CB,2018,86,3/27/2018,2.339,,
CB,2018,134,5/14/2018,3.104,,
CB,2018,151,5/31/2018,2.945,,
CB,2018,164,6/13/2018,3.497,,
CB,2018,178,6/27/2018,3.294,,
CB,2018,190,7/9/2018,3.887,,
CB,2018,204,7/23/2018,1.89,,
CB,2018,219,8/7/2018,2.165,,
CB,2018,232,8/20/2018,3.145,,
CB,2018,248,9/5/2018,1.923,,
CB,2018,262,9/19/2018,2.533,,
CB,2018,276,10/3/2018,2.907,,
CB,2018,288,10/15/2018,,V,ext_coef: Light not monotonically decreasing
CB,2018,309,11/5/2018,2.282,,
CB,2019,15,1/15/2019,1.931,,
CB,2019,54,2/23/2019,2.927,,
CB,2019,80,3/21/2019,2.134,,
CB,2019,126,5/6/2019,2.677,,
CB,2019,142,5/22/2019,2,,
CB,2019,156,6/5/2019,2.272,,
CB,2019,168,6/17/2019,1.882,,
CB,2019,182,7/1/2019,,V,extcoef: Light not monotonically decreasing
CB,2019,196,7/15/2019,2.531,,
CB,2019,211,7/30/2019,2.62,,
CB,2019,226,8/14/2019,2.28,,
CB,2019,240,8/28/2019,2.263,,
CB,2019,253,9/10/2019,2.33,,
CB,2019,268,9/25/2019,1.968,,
CB,2019,280,10/7/2019,,V,extcoef: Light not monotonically decreasing
CB,2019,295,10/22/2019,,V,extcoef: Light not monotonically decreasing
CB,2019,308,11/4/2019,,,
CB,2020,22,1/22/2020,,V,extcoef: Insufficient light data
CB,2020,52,2/21/2020,,V,extcoef: Insufficient light data
CB,2020,121,4/30/2020,,V,extcoef: Insufficient light data
CB,2020,156,6/4/2020,,V,extcoef: Insufficient light data
CB,2020,185,7/3/2020,,V,extcoef: Insufficient light data
CB,2020,217,8/4/2020,,V,extcoef: Insufficient light data
CB,2020,251,9/7/2020,,V,extcoef: Insufficient light data
CB,2020,286,10/12/2020,,V,extcoef: Insufficient light data
CB,2020,302,10/28/2020,,V,extcoef: Insufficient light data
CR,1981,113,4/23/1981,,V,extcoef: No light data
CR,1981,126,5/6/1981,,V,extcoef: No light data
CR,1981,140,5/20/1981,,V,extcoef: No light data
CR,1981,155,6/4/1981,,V,extcoef: No light data
CR,1981,167,6/16/1981,0.195,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,182,7/1/1981,0.167,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,195,7/14/1981,0.178,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,208,7/27/1981,0.192,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,224,8/12/1981,0.213,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,237,8/25/1981,0.191,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,253,9/10/1981,0.219,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,267,9/24/1981,0.152,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,292,10/19/1981,,V,extcoef: No light data
CR,1981,335,12/1/1981,0.181,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1982,22,1/22/1982,,V,extcoef: No light data
CR,1982,60,3/1/1982,,V,extcoef: No light data
CR,1982,98,4/8/1982,,V,extcoef: No light data
CR,1982,130,5/10/1982,0.216,,
CR,1982,147,5/27/1982,0.289,,
CR,1982,158,6/7/1982,0.182,,
CR,1982,175,6/24/1982,0.175,,
CR,1982,187,7/6/1982,,V,extcoef: Light not monotonically decreasing
CR,1982,200,7/19/1982,,V,extcoef: No light data
CR,1982,215,8/3/1982,0.243,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1982,228,8/16/1982,,V,extcoef: No light data
CR,1982,252,9/9/1982,0.225,,
CR,1982,265,9/22/1982,0.261,,
CR,1982,278,10/5/1982,0.257,,
CR,1982,294,10/21/1982,0.24,,
CR,1982,315,11/11/1982,0.224,,
CR,1982,337,12/3/1982,0.236,,
CR,1983,14,1/14/1983,,V,extcoef: No light data
CR,1983,52,2/21/1983,,V,extcoef: No light data
CR,1983,89,3/30/1983,,V,extcoef: No light data
CR,1983,132,5/12/1983,0.213,,
CR,1983,143,5/23/1983,0.232,,
CR,1983,157,6/6/1983,,V,extcoef: Light not monotonically decreasing
CR,1983,172,6/21/1983,,V,extcoef: Light not monotonically decreasing
CR,1983,188,7/7/1983,0.189,,
CR,1983,201,7/20/1983,0.212,,
CR,1983,214,8/2/1983,0.26,,
CR,1983,228,8/16/1983,0.256,,
CR,1983,252,9/9/1983,0.266,,
CR,1983,269,9/26/1983,0.273,,
CR,1983,292,10/19/1983,0.234,,
CR,1983,319,11/15/1983,0.227,,
CR,1983,333,11/29/1983,0.205,,
CR,1984,5,1/5/1984,,V,extcoef: No light data
CR,1984,60,2/29/1984,,V,extcoef: No light data
CR,1984,103,4/12/1984,,V,extcoef: No light data
CR,1984,116,4/25/1984,,V,extcoef: No light data
CR,1984,129,5/8/1984,0.216,,
CR,1984,144,5/23/1984,0.25,,
CR,1984,159,6/7/1984,0.225,,
CR,1984,170,6/18/1984,0.236,,
CR,1984,186,7/4/1984,0.213,,
CR,1984,200,7/18/1984,0.239,,
CR,1984,212,7/30/1984,,V,extcoef: No light data
CR,1984,226,8/13/1984,0.22,,
CR,1984,249,9/5/1984,,V,extcoef: Light not monotonically decreasing
CR,1984,271,9/27/1984,0.308,,
CR,1984,290,10/16/1984,0.197,,
CR,1984,311,11/6/1984,0.317,,
CR,1985,10,1/10/1985,0.291,,
CR,1985,59,2/28/1985,0.238,,
CR,1985,87,3/28/1985,0.172,,
CR,1985,101,4/11/1985,0.197,,
CR,1985,121,5/1/1985,0.23,,
CR,1985,135,5/15/1985,0.246,,
CR,1985,149,5/29/1985,0.288,,
CR,1985,163,6/12/1985,0.256,,
CR,1985,175,6/24/1985,,V,extcoef: Light not monotonically decreasing
CR,1985,189,7/8/1985,0.298,,
CR,1985,204,7/23/1985,,V,extcoef: Light not monotonically decreasing
CR,1985,219,8/7/1985,,V,extcoef: Light not monotonically decreasing
CR,1985,234,8/22/1985,0.245,,
CR,1985,254,9/11/1985,0.305,,
CR,1985,275,10/2/1985,,V,extcoef: Light not monotonically decreasing
CR,1985,295,10/22/1985,0.233,,
CR,1985,317,11/13/1985,0.288,,
CR,1986,15,1/15/1986,0.224,,
CR,1986,55,2/24/1986,,V,extcoef: Ice depth is missing
CR,1986,92,4/2/1986,0.161,,
CR,1986,112,4/22/1986,0.195,,
CR,1986,125,5/5/1986,0.212,,
CR,1986,142,5/22/1986,0.209,,
CR,1986,156,6/5/1986,0.176,,
CR,1986,170,6/19/1986,0.175,,
CR,1986,183,7/2/1986,,V,extcoef: Light not monotonically decreasing
CR,1986,198,7/17/1986,0.248,,
CR,1986,211,7/30/1986,0.25,,
CR,1986,226,8/14/1986,0.207,,
CR,1986,239,8/27/1986,0.269,,
CR,1986,254,9/11/1986,0.189,,
CR,1986,267,9/24/1986,0.284,,
CR,1986,281,10/8/1986,,V,extcoef: Light not monotonically decreasing
CR,1986,295,10/22/1986,0.251,,
CR,1986,307,11/3/1986,,V,extcoef: Light not monotonically decreasing
CR,1986,321,11/17/1986,0.224,,
CR,1987,14,1/14/1987,0.224,,
CR,1987,56,2/25/1987,0.181,,
CR,1987,84,3/25/1987,0.187,,
CR,1987,111,4/21/1987,0.199,,
CR,1987,125,5/5/1987,0.18,,
CR,1987,140,5/20/1987,0.174,,
CR,1987,155,6/4/1987,0.207,,
CR,1987,173,6/22/1987,0.179,,
CR,1987,182,7/1/1987,0.2,,
CR,1987,197,7/16/1987,0.254,,
CR,1987,210,7/29/1987,0.271,,
CR,1987,224,8/12/1987,0.258,,
CR,1987,239,8/27/1987,0.276,,
CR,1987,251,9/8/1987,0.317,,
CR,1987,265,9/22/1987,0.251,,
CR,1987,280,10/7/1987,0.317,,
CR,1987,295,10/22/1987,0.27,,
CR,1987,308,11/4/1987,,V,extcoef: Light not monotonically decreasing
CR,1987,322,11/18/1987,0.222,,
CR,1988,19,1/19/1988,,V,extcoef: No light data
CR,1988,62,3/2/1988,0.209,,
CR,1988,96,4/5/1988,0.174,,
CR,1988,117,4/26/1988,,V,extcoef: Light not monotonically decreasing
CR,1988,133,5/12/1988,0.168,,
CR,1988,147,5/26/1988,0.224,,
CR,1988,160,6/8/1988,0.206,,
CR,1988,175,6/23/1988,0.251,,
CR,1988,188,7/6/1988,0.232,,
CR,1988,203,7/21/1988,0.267,,
CR,1988,215,8/2/1988,0.293,,
CR,1988,230,8/17/1988,0.283,,
CR,1988,244,8/31/1988,0.294,,
CR,1988,257,9/13/1988,0.318,,
CR,1988,273,9/29/1988,0.234,,
CR,1988,285,10/11/1988,0.22,,
CR,1988,300,10/26/1988,0.285,,
CR,1988,313,11/8/1988,0.297,,
CR,1989,18,1/18/1989,,V,extcoef: Insufficient light data
CR,1989,51,2/20/1989,0,,
CR,1989,88,3/29/1989,,V,extcoef: No light data
CR,1989,122,5/2/1989,0.231,,
CR,1989,137,5/17/1989,0.282,,
CR,1989,152,6/1/1989,,V,extcoef: Light not monotonically decreasing
CR,1989,166,6/15/1989,0.241,,
CR,1989,180,6/29/1989,0.237,,
CR,1989,193,7/12/1989,0.245,,
CR,1989,208,7/27/1989,,V,extcoef: Light not monotonically decreasing
CR,1989,221,8/9/1989,,V,extcoef: Light not monotonically decreasing
CR,1989,236,8/24/1989,,V,extcoef: Light not monotonically decreasing
CR,1989,250,9/7/1989,0.214,,
CR,1989,264,9/21/1989,0.28,,
CR,1989,278,10/5/1989,0.182,,
CR,1989,292,10/19/1989,0.263,,
CR,1989,304,10/31/1989,0.224,,
CR,1989,319,11/15/1989,0.214,,
CR,1990,15,1/15/1990,0.186,,
CR,1990,50,2/19/1990,,V,extcoef: Insufficient light data
CR,1990,88,3/29/1990,,V,extcoef: No light data
CR,1990,123,5/3/1990,0.27,,
CR,1990,136,5/16/1990,0.216,,
CR,1990,151,5/31/1990,0.214,,
CR,1990,163,6/12/1990,0.204,,
CR,1990,179,6/28/1990,0.242,,
CR,1990,192,7/11/1990,,V,extcoef: Light not monotonically decreasing
CR,1990,206,7/25/1990,0.24,,
CR,1990,221,8/9/1990,0.278,,
CR,1990,235,8/23/1990,0.255,,
CR,1990,249,9/6/1990,0.234,,
CR,1990,262,9/19/1990,0.334,,
CR,1990,277,10/4/1990,0.286,,
CR,1990,290,10/17/1990,0.233,,
CR,1990,305,11/1/1990,0.427,,
CR,1990,318,11/14/1990,0.317,,
CR,1991,14,1/14/1991,0.299,,
CR,1991,52,2/21/1991,0.246,,
CR,1991,85,3/26/1991,0.22,,
CR,1991,128,5/8/1991,0.29,,
CR,1991,142,5/22/1991,0.255,,
CR,1991,157,6/6/1991,0.297,,
CR,1991,171,6/20/1991,0.217,,
CR,1991,183,7/2/1991,0.285,,
CR,1991,198,7/17/1991,0.26,,
CR,1991,213,8/1/1991,0.26,,
CR,1991,227,8/15/1991,0.254,,
CR,1991,241,8/29/1991,0.265,,
CR,1991,255,9/12/1991,0.188,,
CR,1991,268,9/25/1991,0.26,,
CR,1991,283,10/10/1991,,V,extcoef: Light not monotonically decreasing
CR,1991,304,10/31/1991,0.257,,
CR,1992,13,1/13/1992,,V,extcoef: Insufficient light data
CR,1992,55,2/24/1992,,V,extcoef: Light not monotonically decreasing
CR,1992,86,3/26/1992,0.214,,
CR,1992,127,5/6/1992,,V,extcoef: Light not monotonically decreasing
CR,1992,139,5/18/1992,0.314,,
CR,1992,154,6/2/1992,0.304,,
CR,1992,170,6/18/1992,,V,extcoef: Light not monotonically decreasing
CR,1992,188,7/6/1992,0.209,,
CR,1992,195,7/13/1992,,V,extcoef: Light not monotonically decreasing
CR,1992,212,7/30/1992,0.283,,
CR,1992,223,8/10/1992,0.281,,
CR,1992,238,8/25/1992,,V,extcoef: Light not monotonically decreasing
CR,1992,252,9/8/1992,0.279,,
CR,1992,266,9/22/1992,0.258,,
CR,1992,282,10/8/1992,,V,extcoef: Light not monotonically decreasing
CR,1992,294,10/20/1992,0.273,,
CR,1992,314,11/9/1992,,V,extcoef: Light not monotonically decreasing
CR,1993,7,1/7/1993,,V,extcoef: Insufficient light data
CR,1993,54,2/23/1993,0.301,,
CR,1993,83,3/24/1993,0.257,,
CR,1993,125,5/5/1993,0.25,,
CR,1993,139,5/19/1993,0.269,,
CR,1993,153,6/2/1993,0.263,,
CR,1993,167,6/16/1993,,V,extcoef: Light not monotonically decreasing
CR,1993,180,6/29/1993,,V,extcoef: Light not monotonically decreasing
CR,1993,194,7/13/1993,,V,extcoef: Light not monotonically decreasing
CR,1993,209,7/28/1993,0.27,,
CR,1993,221,8/9/1993,0.231,,
CR,1993,236,8/24/1993,0.283,,
CR,1993,250,9/7/1993,0.277,,
CR,1993,264,9/21/1993,,V,extcoef: Light not monotonically decreasing
CR,1993,279,10/6/1993,0.213,,
CR,1993,293,10/20/1993,0.294,,
CR,1993,313,11/9/1993,0.307,,
CR,1994,12,1/12/1994,,V,extcoef: Insufficient light data
CR,1994,52,2/21/1994,0.231,,
CR,1994,96,4/6/1994,0.32,,
CR,1994,122,5/2/1994,0.325,,
CR,1994,138,5/18/1994,0.303,,
CR,1994,153,6/2/1994,0.287,,
CR,1994,167,6/16/1994,0.243,,
CR,1994,181,6/30/1994,,V,extcoef: Light not monotonically decreasing
CR,1994,195,7/14/1994,,V,extcoef: Light not monotonically decreasing
CR,1994,209,7/28/1994,0.289,,
CR,1994,222,8/10/1994,0.219,,
CR,1994,237,8/25/1994,0.313,,
CR,1994,250,9/7/1994,0.278,,
CR,1994,265,9/22/1994,,V,extcoef: Light not monotonically decreasing
CR,1994,279,10/6/1994,0.27,,
CR,1994,293,10/20/1994,0.241,,
CR,1994,306,11/2/1994,0.286,,
CR,1994,320,11/16/1994,0.31,,
CR,1995,13,1/13/1995,0.573,,
CR,1995,44,2/13/1995,0.47,,
CR,1995,82,3/23/1995,0.174,,
CR,1995,123,5/3/1995,,V,extcoef: Light not monotonically decreasing
CR,1995,137,5/17/1995,0.318,,
CR,1995,151,5/31/1995,0.221,,
CR,1995,166,6/15/1995,0.235,,
CR,1995,179,6/28/1995,0.241,,
CR,1995,194,7/13/1995,0.231,,
CR,1995,208,7/27/1995,0.286,,
CR,1995,222,8/10/1995,0.294,,
CR,1995,235,8/23/1995,0.245,,
CR,1995,249,9/6/1995,0.229,,
CR,1995,263,9/20/1995,0.238,,
CR,1995,278,10/5/1995,0.204,,
CR,1995,292,10/19/1995,0.214,,
CR,1995,305,11/1/1995,,V,extcoef: Light not monotonically decreasing
CR,1995,318,11/14/1995,0.258,,
CR,1996,23,1/23/1996,,V,extcoef: Insufficient light data
CR,1996,50,2/19/1996,0.269,,
CR,1996,101,4/10/1996,,V,extcoef: No light data
CR,1996,134,5/13/1996,0.234,,
CR,1996,151,5/30/1996,0.279,,
CR,1996,163,6/11/1996,0.247,,
CR,1996,179,6/27/1996,0.302,,
CR,1996,191,7/9/1996,0.274,,
CR,1996,206,7/24/1996,0.237,,
CR,1996,220,8/7/1996,0.266,,
CR,1996,235,8/22/1996,,V,extcoef: No light data
CR,1996,248,9/4/1996,0.28,,
CR,1996,263,9/19/1996,0.265,,
CR,1996,275,10/1/1996,0.27,,
CR,1996,290,10/16/1996,,V,extcoef: Light not monotonically decreasing
CR,1996,310,11/5/1996,0.293,,
CR,1997,23,1/23/1997,0.312,,
CR,1997,49,2/18/1997,0.25,,
CR,1997,90,3/31/1997,0.168,,
CR,1997,127,5/7/1997,0.285,,
CR,1997,139,5/19/1997,0.335,,
CR,1997,154,6/3/1997,0.322,,
CR,1997,167,6/16/1997,0.268,,
CR,1997,182,7/1/1997,0.281,,
CR,1997,196,7/15/1997,,V,extcoef: No light data
CR,1997,209,7/28/1997,,V,extcoef: Light not monotonically decreasing
CR,1997,224,8/12/1997,,V,extcoef: No light data
CR,1997,237,8/25/1997,0.28,,
CR,1997,251,9/8/1997,0.239,,
CR,1997,266,9/23/1997,0.271,,
CR,1997,279,10/6/1997,0.203,,
CR,1997,293,10/20/1997,0.232,,
CR,1997,314,11/10/1997,0.319,,
CR,1998,14,1/14/1998,,V,extcoef: Insufficient light data
CR,1998,47,2/16/1998,0.274,,
CR,1998,77,3/18/1998,0.563,,
CR,1998,112,4/22/1998,0.274,,
CR,1998,126,5/6/1998,0.321,,
